lat,lon,hieight,disturbancePotential,geoidHeight,gravityAnomal,gravityDisturbance
21.0833,118.167,0,156.406,15.9626,6.93806,11.8446
21.0833,118.25,0,158.521,16.1785,6.10386,11.0768
21.0833,118.333,0,160.518,16.3822,4.53975,9.5753
21.0833,118.417,0,162.444,16.5788,2.5122,7.60816
21.0833,118.5,0,164.372,16.7756,0.473276,5.62974
21.0833,118.583,0,166.384,16.9809,-1.04556,4.17399
21.0833,118.667,0,168.539,17.2009,-1.57126,3.71593
21.0833,118.75,0,170.859,17.4377,-0.827322,4.53264
21.0833,118.833,0,173.307,17.6875,1.16149,6.59824
21.0833,118.917,0,175.784,17.9403,4.02662,9.54107
21.0833,119,0,178.141,18.1809,7.09151,12.6799
21.0833,119.083,0,180.205,18.3915,9.48516,15.1383
21.0833,119.167,0,181.807,18.5549,10.3149,16.0182
21.0833,119.25,0,182.825,18.6588,8.86416,14.5995
21.0833,119.333,0,183.214,18.6986,4.7742,10.5217
21.0833,119.417,0,183.027,18.6795,-1.83417,3.90752
21.0833,119.5,0,182.418,18.6173,-10.3292,-4.60667
21.0833,119.583,0,181.619,18.5358,-19.6436,-13.9461
21.0833,119.667,0,180.912,18.4636,-28.4482,-22.7729
21.0833,119.75,0,180.575,18.4292,-35.3972,-29.7324
21.0833,119.833,0,180.833,18.4556,-39.3956,-33.7227
21.0833,119.917,0,181.814,18.5557,-39.8379,-34.1342
21.0833,120,0,183.522,18.73,-36.7637,-31.0066
21.0833,120.083,0,185.829,18.9655,-30.8934,-25.0638
21.0833,120.167,0,188.506,19.2387,-23.5271,-17.6136
21.0833,120.25,0,191.258,19.5195,-16.3201,-10.3202
21.0833,120.333,0,193.791,19.778,-10.9703,-4.89093
21.0833,120.417,0,195.874,19.9906,-8.87643,-2.73174
21.0833,120.5,0,197.396,20.146,-10.8333,-4.64084
21.0833,120.583,0,198.401,20.2485,-16.8258,-10.6019
21.0833,120.667,0,199.094,20.3193,-25.9693,-19.7236
21.0833,120.75,0,199.818,20.3931,-36.6141,-30.3456
21.0833,120.833,0,200.997,20.5135,-46.6032,-40.2978
21.0833,120.917,0,203.064,20.7244,-53.6411,-47.2709
21.0833,121,0,206.379,21.0627,-55.7078,-49.2336
21.0833,121.083,0,211.153,21.5499,-51.4425,-44.8186
21.0833,121.167,0,217.396,22.1872,-40.4248,-33.605
21.0833,121.25,0,224.899,22.9529,-23.2981,-16.2428
21.0833,121.333,0,233.244,23.8046,-1.70864,5.60838
21.0833,121.417,0,241.863,24.6842,21.9309,29.5183
21.0833,121.5,0,250.109,25.5258,44.815,52.661
21.0833,121.583,0,257.352,26.265,64.1883,72.2616
21.0833,121.667,0,263.069,26.8485,77.7802,86.0328
21.0833,121.75,0,266.916,27.2411,84.1538,92.5271
21.0833,121.833,0,268.772,27.4305,82.9086,91.3401
21.0833,121.917,0,268.748,27.428,74.7041,83.1349
21.0833,122,0,267.159,27.2659,61.1054,69.4863
21.0833,122.083,0,264.465,26.991,44.2834,52.5798
21.0833,122.167,0,261.196,26.6573,26.6294,34.8233
21.0833,122.25,0,257.869,26.3178,10.3569,18.4464
21.0833,122.333,0,254.917,26.0165,-2.83762,5.15928
21.0833,122.417,0,252.638,25.7839,-11.995,-4.06959
21.0833,122.5,0,251.177,25.6348,-16.9638,-9.08421
21.0833,122.583,0,250.528,25.5685,-18.316,-10.4567
21.0833,122.667,0,250.571,25.573,-17.1363,-9.2757
21.0833,122.75,0,251.125,25.6295,-14.7346,-6.85666
21.0833,122.833,0,251.996,25.7184,-12.3437,-4.43845
21.0833,122.917,0,253.03,25.8239,-10.8641,-2.92642
21.0833,123,0,254.145,25.9377,-10.7044,-2.73167
21.0833,123.083,0,255.341,26.0598,-11.7427,-3.73249
21.0833,123.167,0,256.69,26.1975,-13.4102,-5.35763
21.0833,123.25,0,258.306,26.3624,-14.8689,-6.76565
21.0833,123.333,0,260.307,26.5666,-15.2418,-7.07579
21.0833,123.417,0,262.777,26.8187,-13.8405,-5.597
21.0833,123.5,0,265.732,27.1203,-10.341,-2.00484
21.0833,123.583,0,269.11,27.465,-4.87151,3.57063
21.0833,123.667,0,272.769,27.8384,2.0054,10.5623
21.0833,123.75,0,276.514,28.2206,9.40715,18.0816
21.0833,123.833,0,280.126,28.5893,16.3155,25.1032
21.0833,123.917,0,283.408,28.9242,21.7877,30.6784
21.0833,124,0,286.212,29.2104,25.1485,34.1272
21.0833,124.083,0,288.472,29.4411,26.1209,35.1705
21.0833,124.167,0,290.211,29.6185,24.8698,33.9739
21.0833,124.25,0,291.527,29.7528,21.9507,31.0961
21.0833,124.333,0,292.576,29.8599,18.1779,27.3562
21.0833,124.417,0,293.533,29.9576,14.4425,23.6508
21.0833,124.5,0,294.559,30.0623,11.5203,20.7609
21.0833,124.583,0,295.768,30.1857,9.91373,19.1922
21.0833,124.667,0,297.206,30.3324,9.75814,19.0817
21.0833,124.75,0,298.851,30.5003,10.814,20.1891
21.0833,124.833,0,300.622,30.6811,12.5422,21.9729
21.0833,124.917,0,302.405,30.863,14.2448,23.7314
21.0833,125,0,304.079,31.0339,15.238,24.7772
21.0833,125.083,0,305.553,31.1844,15.0185,24.6039
21.0833,125.167,0,306.786,31.3102,13.3853,23.0094
21.0833,125.25,0,307.797,31.4133,10.492,20.1478
21.0833,125.333,0,308.661,31.5016,6.81658,16.4995
21.0833,125.417,0,309.497,31.5868,3.05795,12.7671
21.0833,125.5,0,310.433,31.6824,-0.0190015,9.71949
21.0833,125.583,0,311.586,31.8001,-1.75448,8.02017
21.0833,125.667,0,313.026,31.947,-1.74367,8.07614
21.0833,125.75,0,314.763,32.1243,0.0675065,9.94182
21.0833,125.833,0,316.743,32.3264,3.36183,13.2983
21.0833,125.917,0,318.857,32.5421,7.51006,17.5128
21.1667,118,0,149.847,15.2932,3.97656,8.67738
21.1667,118.083,0,152.002,15.5131,3.45201,8.22043
21.1667,118.167,0,154.084,15.7256,2.5416,7.37532
21.1667,118.25,0,156.088,15.9301,1.15936,6.05595
21.1667,118.333,0,158.038,16.1292,-0.598629,4.35914
21.1667,118.417,0,159.985,16.3279,-2.45452,2.56433
21.1667,118.5,0,161.994,16.5329,-4.00164,1.08022
21.1667,118.583,0,164.127,16.7505,-4.80174,0.347035
21.1667,118.667,0,166.423,16.9849,-4.506,0.714801
21.1667,118.75,0,168.877,17.2354,-2.9717,2.32611
21.1667,118.833,0,171.432,17.4961,-0.344401,5.03355
21.1667,118.917,0,173.973,17.7555,2.91881,8.37648
21.1667,119,0,176.345,17.9975,6.09811,11.6302
21.1667,119.083,0,178.375,18.2047,8.32885,13.9246
21.1667,119.167,0,179.906,18.3609,8.76964,14.4134
21.1667,119.25,0,180.833,18.4555,6.78791,12.4608
21.1667,119.333,0,181.13,18.4859,2.1235,7.80568
21.1667,119.417,0,180.87,18.4593,-5.0083,0.665709
21.1667,119.5,0,180.218,18.3928,-13.9026,-8.249
21.1667,119.583,0,179.419,18.3113,-23.4513,-17.8228
21.1667,119.667,0,178.754,18.2434,-32.3212,-26.7136
21.1667,119.75,0,178.498,18.2172,-39.1938,-33.5942
21.1667,119.833,0,178.866,18.2548,-43.0219,-37.4107
21.1667,119.917,0,179.976,18.3681,-43.2522,-37.6062
21.1667,120,0,181.824,18.5567,-39.9644,-34.2605
21.1667,120.083,0,184.279,18.8073,-33.8931,-28.1122
21.1667,120.167,0,187.11,19.0962,-26.3199,-20.4501
21.1667,120.25,0,190.029,19.3941,-18.8495,-12.8882
21.1667,120.333,0,192.749,19.6717,-13.1073,-7.06065
21.1667,120.417,0,195.049,19.9065,-10.4146,-4.29579
21.1667,120.5,0,196.822,20.0874,-11.5042,-5.32971
21.1667,120.583,0,198.109,20.2188,-16.3355,-10.1207
21.1667,120.667,0,199.104,20.3203,-24.0512,-17.8051
21.1667,120.75,0,200.127,20.4247,-33.0887,-26.8106
21.1667,120.833,0,201.57,20.5719,-41.4356,-35.1122
21.1667,120.917,0,203.828,20.8025,-46.9827,-40.5885
21.1667,121,0,207.224,21.149,-47.9144,-41.4136
21.1667,121.083,0,211.934,21.6297,-43.0608,-36.4123
21.1667,121.167,0,217.946,22.2433,-32.1475,-25.3103
21.1667,121.25,0,225.046,22.9679,-15.89,-8.83017
21.1667,121.333,0,232.83,23.7623,4.0847,11.3887
21.1667,121.417,0,240.761,24.5718,25.4817,33.0345
21.1667,121.5,0,248.246,25.3357,45.7014,53.4891
21.1667,121.583,0,254.717,25.9961,62.2603,70.251
21.1667,121.667,0,259.719,26.5066,73.1903,81.3379
21.1667,121.75,0,262.973,26.8386,77.3477,85.5973
21.1667,121.833,0,264.411,26.9854,74.5752,82.87
21.1667,121.917,0,264.178,26.9616,65.6917,73.9791
21.1667,122,0,262.6,26.8006,52.3147,60.5527
21.1667,122.083,0,260.125,26.548,36.5544,44.7147
21.1667,122.167,0,257.245,26.2541,20.6366,28.7066
21.1667,122.25,0,254.425,25.9663,6.52999,14.5115
21.1667,122.333,0,252.034,25.7222,-4.35736,3.54912
21.1667,122.417,0,250.306,25.5459,-11.3567,-3.50441
21.1667,122.5,0,249.327,25.4459,-14.5673,-6.74575
21.1667,122.583,0,249.049,25.4176,-14.7386,-6.92571
21.1667,122.667,0,249.329,25.4462,-13.0367,-5.21509
21.1667,122.75,0,249.982,25.5128,-10.7507,-2.90859
21.1667,122.833,0,250.83,25.5994,-8.99873,-1.13
21.1667,122.917,0,251.754,25.6937,-8.49657,-0.598872
21.1667,123,0,252.711,25.7914,-9.43081,-1.50308
21.1667,123.083,0,253.746,25.897,-11.4583,-3.49812
21.1667,123.167,0,254.968,26.0217,-13.8251,-5.82656
21.1667,123.25,0,256.519,26.18,-15.5732,-7.52605
21.1667,123.333,0,258.529,26.3851,-15.7872,-7.67695
21.1667,123.417,0,261.077,26.6452,-13.8241,-5.63392
21.1667,123.5,0,264.163,26.9602,-9.47816,-1.19117
21.1667,123.583,0,267.696,27.3207,-3.04457,5.35325
21.1667,123.667,0,271.503,27.7092,4.72874,13.246
21.1667,123.75,0,275.356,28.1025,12.7889,21.4271
21.1667,123.833,0,279.016,28.476,19.9922,28.7451
21.1667,123.917,0,282.27,28.8081,25.3363,34.1913
21.1667,124,0,284.976,29.0843,28.1619,37.1018
21.1667,124.083,0,287.081,29.2991,28.2801,37.286
21.1667,124.167,0,288.632,29.4574,26.0002,35.0548
21.1667,124.25,0,289.761,29.5726,22.0533,31.1434
21.1667,124.333,0,290.655,29.6639,17.4305,26.5486
21.1667,124.417,0,291.518,29.7519,13.1707,22.3158
21.1667,124.5,0,292.527,29.8549,10.1446,19.3214
21.1667,124.583,0,293.801,29.9849,8.88083,18.0976
21.1667,124.667,0,295.381,30.1462,9.46896,18.7353
21.1667,124.75,0,297.224,30.3343,11.56,20.8841
21.1667,124.833,0,299.222,30.5382,14.4605,23.8474
21.1667,124.917,0,301.228,30.7429,17.2993,26.7491
21.1667,125,0,303.092,30.9331,19.2284,28.7366
21.1667,125.083,0,304.698,31.0971,19.6148,29.1734
21.1667,125.167,0,305.99,31.2289,18.1823,27.7814
21.1667,125.25,0,306.984,31.3303,15.0723,24.7026
21.1667,125.333,0,307.764,31.4099,10.813,20.4678
21.1667,125.417,0,308.465,31.4815,6.20288,15.8796
21.1667,125.5,0,309.241,31.5607,2.13702,11.8381
21.1667,125.583,0,310.231,31.6618,-0.588285,9.14389
21.1667,125.667,0,311.529,31.7942,-1.44888,8.32401
21.1667,125.75,0,313.161,31.9608,-0.307701,9.51638
21.1667,125.833,0,315.079,32.1566,2.55317,12.4374
21.1667,125.917,0,317.173,32.3702,6.48974,16.4397
21.25,118,0,148.015,15.1062,1.8682,6.51156
21.25,118.083,0,149.989,15.3077,0.357704,5.06299
21.25,118.167,0,151.919,15.5047,-1.3774,3.38843
21.25,118.25,0,153.822,15.6989,-3.31176,1.51376
21.25,118.333,0,155.734,15.894,-5.28093,-0.395427
21.25,118.417,0,157.708,16.0955,-6.99177,-2.04434
21.25,118.5,0,159.802,16.3092,-8.07636,-3.06323
21.25,118.583,0,162.063,16.54,-8.18106,-3.097
21.25,118.667,0,164.509,16.7895,-7.07184,-1.91107
21.25,118.75,0,167.111,17.0552,-4.73065,0.511773
21.25,118.833,0,169.792,17.3288,-1.41648,3.91004
21.25,118.917,0,172.423,17.5973,2.32949,7.73854
21.25,119,0,174.841,17.844,5.74452,11.2294
21.25,119.083,0,176.874,18.0516,7.96594,13.5146
21.25,119.167,0,178.376,18.2048,8.19435,13.7902
21.25,119.25,0,179.254,18.2945,5.86709,11.4904
21.25,119.333,0,179.5,18.3196,0.805262,6.43634
21.25,119.417,0,179.2,18.2889,-6.7007,-1.07904
21.25,119.5,0,178.532,18.2207,-15.8917,-10.291
21.25,119.583,0,177.744,18.1403,-25.6356,-20.0596
21.25,119.667,0,177.117,18.0764,-34.6061,-29.0498
21.25,119.75,0,176.921,18.0563,-41.5166,-35.9665
21.25,119.833,0,177.364,18.1015,-45.3643,-39.8003
21.25,119.917,0,178.555,18.2231,-45.6362,-40.0348
21.25,120,0,180.485,18.42,-42.4327,-36.7708
21.25,120.083,0,183.023,18.6791,-36.478,-30.7364
21.25,120.167,0,185.945,18.9773,-29.0079,-23.1746
21.25,120.25,0,188.972,19.2863,-21.5504,-15.6221
21.25,120.333,0,191.832,19.5781,-15.6364,-9.61847
21.25,120.417,0,194.313,19.8313,-12.4948,-6.39909
21.25,120.5,0,196.313,20.0355,-12.7911,-6.63261
21.25,120.583,0,197.873,20.1946,-16.464,-10.2565
21.25,120.667,0,199.169,20.3269,-22.6967,-16.4486
21.25,120.75,0,200.496,20.4623,-30.0352,-23.7454
21.25,120.833,0,202.21,20.6373,-36.6362,-30.2927
21.25,120.917,0,204.665,20.8878,-40.6025,-34.182
21.25,121,0,208.138,21.2423,-40.3445,-33.815
21.25,121.083,0,212.773,21.7153,-34.8987,-28.2239
21.25,121.167,0,218.533,22.3032,-24.1432,-17.2876
21.25,121.25,0,225.198,22.9834,-8.8635,-1.79884
21.25,121.333,0,232.382,23.7166,9.34427,16.6343
21.25,121.417,0,239.585,24.4517,28.3198,35.8358
21.25,121.5,0,246.267,25.1337,45.6906,53.4163
21.25,121.583,0,251.93,25.7116,59.2651,67.1683
21.25,121.667,0,256.188,26.1462,67.395,75.4319
21.25,121.75,0,258.83,26.4159,69.2416,77.3613
21.25,121.833,0,259.842,26.5191,64.8952,73.0467
21.25,121.917,0,259.401,26.4741,55.3312,63.4688
21.25,122,0,257.843,26.3151,42.2112,50.2999
21.25,122.083,0,255.599,26.0861,27.5715,35.5898
21.25,122.167,0,253.123,25.8334,13.4589,21.3996
21.25,122.25,0,250.822,25.5985,1.5843,9.45279
21.25,122.333,0,249.001,25.4127,-6.94217,0.869195
21.25,122.417,0,247.828,25.293,-11.747,-3.97241
21.25,122.5,0,247.333,25.2424,-13.1806,-5.42155
21.25,122.583,0,247.424,25.2517,-12.1656,-4.40375
21.25,122.667,0,247.936,25.304,-9.94341,-2.16545
21.25,122.75,0,248.682,25.3802,-7.77424,0.0271246
21.25,122.833,0,249.505,25.4641,-6.65526,1.17192
21.25,122.917,0,250.317,25.547,-7.11291,0.739733
21.25,123,0,251.119,25.6288,-9.11031,-1.23251
21.25,123.083,0,251.997,25.7185,-12.0842,-4.17886
21.25,123.167,0,253.1,25.8311,-15.0993,-7.1593
21.25,123.25,0,254.594,25.9836,-17.0821,-9.0953
21.25,123.333,0,256.621,26.1904,-17.0835,-9.03306
21.25,123.417,0,259.256,26.4593,-14.5097,-6.37659
21.25,123.5,0,262.479,26.7883,-9.27492,-1.04073
21.25,123.583,0,266.171,27.1651,-1.84189,6.50812
21.25,123.667,0,270.127,27.5688,6.85701,15.3311
21.25,123.75,0,274.089,27.9732,15.5998,24.1982
21.25,123.833,0,277.794,28.3513,23.1176,31.8322
21.25,123.917,0,281.018,28.6803,28.3476,37.1634
21.25,124,0,283.618,28.9457,30.6444,39.5417
21.25,124.083,0,285.559,29.1438,29.9037,38.8619
21.25,124.167,0,286.912,29.2818,26.5758,35.5764
21.25,124.25,0,287.84,29.3765,21.5654,30.5952
21.25,124.333,0,288.563,29.4503,16.0413,25.0937
21.25,124.417,0,289.313,29.5269,11.1952,20.2712
21.25,124.5,0,290.289,29.6265,8.00227,17.1089
21.25,124.583,0,291.617,29.7621,7.03047,16.1788
21.25,124.667,0,293.333,29.9372,8.33937,17.5415
21.25,124.75,0,295.378,30.1459,11.4861,20.7524
21.25,124.833,0,297.617,30.3744,15.6358,24.9723
21.25,124.917,0,299.873,30.6047,19.7509,29.1582
21.25,125,0,301.966,30.8183,22.8182,32.2911
21.25,125.083,0,303.754,31.0007,24.0657,33.5947
21.25,125.167,0,305.161,31.1443,23.1239,32.697
21.25,125.25,0,306.196,31.25,20.0979,29.7035
21.25,125.333,0,306.948,31.3267,15.5383,25.1675
21.25,125.417,0,307.562,31.3893,10.3179,19.9663
21.25,125.5,0,308.213,31.4558,5.4411,15.11
21.25,125.583,0,309.063,31.5425,1.82951,11.5251
21.25,125.667,0,310.226,31.6613,0.12639,9.85845
21.25,125.75,0,311.748,31.8166,0.56311,10.3429
21.25,125.833,0,313.592,32.0048,2.91378,12.7514
21.25,125.917,0,315.648,32.2147,6.54689,16.449
21.3333,118,0,146.386,14.9399,0.466073,5.05833
21.3333,118.083,0,148.207,15.1258,-1.93637,2.71302
21.3333,118.167,0,150.01,15.3099,-4.42022,0.285743
21.3333,118.25,0,151.831,15.4957,-6.85914,-2.09605
21.3333,118.333,0,153.718,15.6883,-9.02608,-4.20379
21.3333,118.417,0,155.727,15.8933,-10.6129,-5.72759
21.3333,118.5,0,157.908,16.1158,-11.2851,-6.33135
21.3333,118.583,0,160.295,16.3594,-10.7634,-5.73485
21.3333,118.667,0,162.886,16.6239,-8.91504,-3.80515
21.3333,118.75,0,165.635,16.9045,-5.831,-0.634863
21.3333,118.833,0,168.446,17.1913,-1.86872,3.41558
21.3333,118.917,0,171.176,17.47,2.35899,7.72894
21.3333,119,0,173.658,17.7233,6.05446,11.5023
21.3333,119.083,0,175.722,17.9339,8.35907,13.8716
21.3333,119.167,0,177.229,18.0877,8.51094,14.0708
21.3333,119.25,0,178.098,18.1764,6.00651,11.5936
21.3333,119.333,0,178.334,18.2005,0.732002,6.32651
21.3333,119.417,0,178.034,18.1699,-6.96672,-1.38163
21.3333,119.5,0,177.382,18.1034,-16.2973,-10.7326
21.3333,119.583,0,176.63,18.0266,-26.1225,-20.5815
21.3333,119.667,0,176.053,17.9677,-35.1387,-29.6158
21.3333,119.75,0,175.914,17.9535,-42.1007,-36.5821
21.3333,119.833,0,176.413,18.0044,-46.0518,-40.5176
21.3333,119.917,0,177.652,18.1309,-46.5138,-40.9407
21.3333,120,0,179.62,18.3318,-43.5957,-37.9609
21.3333,120.083,0,182.19,18.5941,-37.9941,-32.2786
21.3333,120.167,0,185.147,18.8959,-30.879,-25.0708
21.3333,120.25,0,188.227,19.2102,-23.6823,-17.7775
21.3333,120.333,0,191.173,19.5109,-17.8239,-11.8266
21.3333,120.417,0,193.787,19.7776,-14.4287,-8.34945
21.3333,120.5,0,195.975,20.0009,-14.0899,-7.94203
21.3333,120.583,0,197.771,20.1843,-16.7269,-10.5227
21.3333,120.667,0,199.34,20.3444,-21.5713,-15.3178
21.3333,120.75,0,200.946,20.5082,-27.2886,-20.9847
21.3333,120.833,0,202.907,20.7084,-32.2173,-25.852
21.3333,120.917,0,205.532,20.9763,-34.6837,-28.2359
21.3333,121,0,209.056,21.336,-33.3318,-26.7736
21.3333,121.083,0,213.584,21.7981,-27.4078,-20.7075
21.3333,121.167,0,219.06,22.357,-16.9391,-10.067
21.3333,121.25,0,225.259,22.9896,-2.77325,4.29333
21.3333,121.333,0,231.813,23.6585,13.536,20.8081
21.3333,121.417,0,238.262,24.3167,29.976,37.4505
21.3333,121.5,0,244.124,24.915,44.4129,52.0713
21.3333,121.583,0,248.968,25.4094,54.9556,62.766
21.3333,121.667,0,252.482,25.768,60.2793,68.1999
21.3333,121.75,0,254.52,25.976,59.8473,67.8319
21.3333,121.833,0,255.118,26.037,53.9903,61.9936
21.3333,121.917,0,254.487,25.9726,43.8285,51.812
21.3333,122,0,252.967,25.8174,31.0545,38.9903
21.3333,122.083,0,250.969,25.6136,17.6182,25.4913
21.3333,122.167,0,248.907,25.4032,5.37775,13.1862
21.3333,122.25,0,247.132,25.222,-4.21883,3.53393
21.3333,122.333,0,245.882,25.0944,-10.3594,-2.64584
21.3333,122.417,0,245.261,25.031,-12.961,-5.26694
21.3333,122.5,0,245.241,25.0289,-12.6172,-4.92376
21.3333,122.583,0,245.692,25.075,-10.4148,-2.70718
21.3333,122.667,0,246.429,25.1502,-7.66167,0.0690454
21.3333,122.75,0,247.265,25.2356,-5.58424,2.1727
21.3333,122.833,0,248.062,25.3168,-5.05711,2.72482
21.3333,122.917,0,248.764,25.3886,-6.42053,1.38345
21.3333,123,0,249.416,25.455,-9.42086,-1.59645
21.3333,123.083,0,250.144,25.5294,-13.2836,-5.43638
21.3333,123.167,0,251.132,25.6302,-16.9008,-9.02259
21.3333,123.25,0,252.572,25.7772,-19.0905,-11.1671
21.3333,123.333,0,254.616,25.9858,-18.8724,-10.8848
21.3333,123.417,0,257.332,26.263,-15.7001,-7.62733
21.3333,123.5,0,260.686,26.6052,-9.60174,-1.42379
21.3333,123.583,0,264.529,26.9975,-1.19812,7.1004
21.3333,123.667,0,268.626,27.4156,8.40425,16.8313
21.3333,123.75,0,272.691,27.8304,17.823,26.3776
21.3333,123.833,0,276.436,28.2127,25.6692,34.3413
21.3333,123.917,0,279.629,28.5385,30.8195,39.5917
21.3333,124,0,282.126,28.7934,32.6357,41.4863
21.3333,124.083,0,283.904,28.9749,31.0876,39.9939
21.3333,124.167,0,285.058,29.0927,26.7524,35.6949
21.3333,124.25,0,285.782,29.1665,20.6947,29.6599
21.3333,124.333,0,286.325,29.2219,14.2504,23.2327
21.3333,124.417,0,286.948,29.2856,8.75996,17.7618
21.3333,124.5,0,287.871,29.3797,5.30633,14.3371
21.3333,124.583,0,289.23,29.5184,4.5092,13.5826
21.3333,124.667,0,291.059,29.705,6.41709,15.5479
21.3333,124.75,0,293.287,29.9325,10.5167,19.7174
21.3333,124.833,0,295.758,30.1847,15.8553,25.1335
21.3333,124.917,0,298.268,30.4408,21.2487,30.6057
21.3333,125,0,300.607,30.6795,25.5308,34.9612
21.3333,125.083,0,302.607,30.8837,27.7925,37.2856
21.3333,125.167,0,304.174,31.0435,27.5614,37.1036
21.3333,125.25,0,305.303,31.1588,24.8872,34.4648
21.3333,125.333,0,306.082,31.2383,20.317,29.9191
21.3333,125.417,0,306.664,31.2977,14.769,24.3893
21.3333,125.5,0,307.239,31.3564,9.3311,18.9695
21.3333,125.583,0,307.986,31.4326,5.03107,14.6929
21.3333,125.667,0,309.042,31.5404,2.6228,12.3178
21.3333,125.75,0,310.47,31.6861,2.43535,12.1751
21.3333,125.833,0,312.245,31.8673,4.31345,14.1089
21.3333,125.917,0,314.267,32.0737,7.66052,17.5194
21.4167,118,0,145.005,14.799,-0.0715718,4.47738
21.4167,118.083,0,146.715,14.9735,-3.20083,1.40177
21.4167,118.167,0,148.429,15.1485,-6.2915,-1.63511
21.4167,118.25,0,150.199,15.3291,-9.13371,-4.42183
21.4167,118.333,0,152.08,15.5211,-11.4496,-6.67872
21.4167,118.417,0,154.132,15.7305,-12.9207,-8.0854
21.4167,118.5,0,156.398,15.9618,-13.2425,-8.33612
21.4167,118.583,0,158.902,16.2173,-12.1997,-7.21478
21.4167,118.667,0,161.625,16.4952,-9.74361,-4.67327
21.4167,118.75,0,164.505,16.7892,-6.05421,-0.893512
21.4167,118.833,0,167.432,17.0879,-1.56584,3.68668
21.4167,118.917,0,170.256,17.3761,3.05662,8.39772
21.4167,119,0,172.805,17.6362,6.99574,12.4168
21.4167,119.083,0,174.913,17.8514,9.40569,14.8929
21.4167,119.167,0,176.449,18.0081,9.56328,15.0987
21.4167,119.25,0,177.343,18.0994,7.01755,12.581
21.4167,119.333,0,177.609,18.1265,1.70657,7.27834
21.4167,119.417,0,177.351,18.1002,-5.98664,-0.422953
21.4167,119.5,0,176.757,18.0396,-15.2572,-9.71216
21.4167,119.583,0,176.075,17.97,-24.984,-19.4604
21.4167,119.667,0,175.574,17.9188,-33.904,-28.3961
21.4167,119.75,0,175.506,17.9119,-40.8268,-35.321
21.4167,119.833,0,176.061,17.9686,-44.8497,-39.3265
21.4167,119.917,0,177.337,18.0987,-45.5306,-39.9674
21.4167,120,0,179.318,18.301,-42.9826,-37.3572
21.4167,120.083,0,181.885,18.5629,-37.8658,-32.1599
21.4167,120.167,0,184.834,18.8639,-31.2737,-25.4753
21.4167,120.25,0,187.918,19.1787,-24.5301,-18.6349
21.4167,120.333,0,190.899,19.4829,-18.9339,-12.9452
21.4167,120.417,0,193.593,19.7579,-15.4991,-9.42589
21.4167,120.5,0,195.915,19.9948,-14.7424,-8.59639
21.4167,120.583,0,197.896,20.1971,-16.5631,-10.3549
21.4167,120.667,0,199.685,20.3796,-20.2419,-13.9776
21.4167,120.75,0,201.517,20.5665,-24.5651,-18.2434
21.4167,120.833,0,203.672,20.7865,-28.0532,-21.6638
21.4167,120.917,0,206.416,21.0665,-29.2526,-22.7771
21.4167,121,0,209.94,21.4262,-27.035,-20.4489
21.4167,121.083,0,214.318,21.873,-20.8455,-14.1222
21.4167,121.167,0,219.47,22.3988,-10.8486,-3.9636
21.4167,121.25,0,225.173,22.9808,2.05994,9.12384
21.4167,121.333,0,231.078,23.5835,16.3806,23.6298
21.4167,121.417,0,236.768,24.1642,30.257,37.6847
21.4167,121.5,0,241.817,24.6795,41.7962,49.3823
21.4167,121.583,0,245.863,25.0924,49.4033,57.1163
21.4167,121.667,0,248.662,25.3781,52.0655,59.8663
21.4167,121.75,0,250.131,25.528,49.5314,57.3782
21.4167,121.833,0,250.353,25.5507,42.3511,50.205
21.4167,121.917,0,249.566,25.4704,31.7691,39.5982
21.4167,122,0,248.111,25.3219,19.49,27.2735
21.4167,122.083,0,246.379,25.1451,7.36507,15.0942
21.4167,122.167,0,244.74,24.9778,-2.942,4.73573
21.4167,122.25,0,243.487,24.8499,-10.2433,-2.6049
21.4167,122.333,0,242.796,24.7795,-14.0149,-6.39812
21.4167,122.417,0,242.71,24.7706,-14.4493,-6.83526
21.4167,122.5,0,243.147,24.8153,-12.3661,-4.7383
21.4167,122.583,0,243.943,24.8965,-9.00023,-1.34749
21.4167,122.667,0,244.892,24.9934,-5.71484,1.96768
21.4167,122.75,0,245.811,25.0871,-3.69748,4.01387
21.4167,122.833,0,246.58,25.1657,-3.70304,4.03245
21.4167,122.917,0,247.178,25.2267,-5.89524,1.85899
21.4167,123,0,247.685,25.2784,-9.81825,-2.04812
21.4167,123.083,0,248.268,25.3379,-14.5027,-6.71427
21.4167,123.167,0,249.144,25.4273,-18.6825,-10.8666
21.4167,123.25,0,250.527,25.5684,-21.0767,-13.2175
21.4167,123.333,0,252.576,25.7776,-20.6762,-12.7527
21.4167,123.417,0,255.359,26.0616,-16.9764,-8.9655
21.4167,123.5,0,258.823,26.4151,-10.106,-1.98643
21.4167,123.583,0,262.796,26.8206,-0.825989,7.4182
21.4167,123.667,0,267.016,27.2513,9.60206,17.9786
21.4167,123.75,0,271.169,27.6752,19.652,28.1589
21.4167,123.833,0,274.95,28.0611,27.8248,36.4503
21.4167,123.917,0,278.112,28.3837,32.9375,41.6622
21.4167,124,0,280.513,28.6288,34.3512,43.1512
21.4167,124.083,0,282.139,28.7948,32.0917,40.9427
21.4167,124.167,0,283.105,28.8934,26.8403,35.7216
21.4167,124.25,0,283.63,28.9469,19.7968,28.6945
21.4167,124.333,0,283.991,28.9837,12.4425,21.3516
