# BGI DATA EXTRACTION
# REQUEST : latitude =38.30000000/41.80000000  longitude =-84.90000000/-80.50000000  country=102
# source	lat(deg)	long(deg)	alt(m) 	g(mgal)
31020329 39.92490000 -83.86490000 292.9 980061.02
31020745 41.38620000 -83.86450000 204.2 980187.21
31020745 41.61780000 -83.86400000 208.7 980216.11
31020741 40.27920000 -83.86370000 340.1 980099.49
31020745 41.40100000 -83.86370000 203.9 980190.71
31020745 41.59820000 -83.86350000 204.8 980213.91
31020746 41.16700000 -83.86330000 223.7 980152.75
31020757 39.32000000 -83.86320000 301.7 980022.90
31020746 40.99300000 -83.86230000 234.3 980133.11
31020746 40.93630000 -83.86200000 242.6 980126.07
31020548 38.30710000 -83.86180000 270.3 979911.74
31020746 40.87800000 -83.86180000 258.7 980119.83
31020746 40.79100000 -83.86170000 286.8 980111.51
31020746 40.76180000 -83.86150000 294.1 980109.43
31020746 41.16800000 -83.86130000 219.4 980149.37
31020746 40.90800000 -83.86130000 253.2 980122.42
31020746 40.65220000 -83.86120000 310.5 980098.95
31020746 41.08020000 -83.86120000 237.4 980138.92
31020746 41.01500000 -83.86120000 229.5 980134.63
31020548 38.65710000 -83.86080000 263.6 979953.01
31020745 41.41330000 -83.86080000 199.3 980194.01
31020548 38.54740000 -83.85980000 265.7 979933.69
31020548 38.71490000 -83.85880000 272.1 979965.58
31020566 40.52460000 -83.85880000 308.5 980103.93
31020741 40.46970000 -83.85870000 307.5 980103.80
31020015 39.72380000 -83.85830000 289.9 980045.10
31020015 40.52560000 -83.85830000 309.3 980103.96
31020757 39.65170000 -83.85820000 310.5 980042.70
31020566 39.65230000 -83.85790000 310.6 980042.93
31020745 41.48780000 -83.85550000 201.7 980205.01
31020745 41.47330000 -83.85520000 203.3 980203.31
31020745 41.45870000 -83.85500000 204.8 980201.11
31020745 41.43300000 -83.85470000 204.5 980197.21
31020745 41.45150000 -83.85470000 204.2 980200.21
31020745 41.60370000 -83.85420000 204.8 980215.31
31020745 41.54900000 -83.85380000 204.2 980209.91
31020745 41.57470000 -83.85380000 205.4 980211.21
31020745 41.58280000 -83.85380000 204.2 980212.51
31020745 41.51580000 -83.85370000 204.5 980207.41
31020741 40.34470000 -83.85220000 335.5 980099.92
31020015 39.37290000 -83.85160000 322.9 980027.48
31020746 41.10930000 -83.85130000 226.7 980143.91
31020757 39.78320000 -83.85000000 308.1 980052.60
31020741 40.36670000 -83.85000000 323.3 980101.66
31020015 39.56690000 -83.84990000 306.5 980040.76
31020745 41.40130000 -83.84980000 202.9 980191.81
31020745 41.53020000 -83.84880000 204.2 980209.01
31020015 40.65280000 -83.84830000 303.5 980100.86
31020746 40.96600000 -83.84770000 239.8 980129.07
31020566 39.19740000 -83.84740000 308.8 980001.00
31020548 38.34390000 -83.84730000 222.1 979921.37
31020566 39.76240000 -83.84630000 313.6 980049.24
31020745 41.49520000 -83.84620000 202.0 980206.41
31020745 41.46630000 -83.84570000 202.9 980203.11
31020741 40.40930000 -83.84570000 327.3 980101.38
31020745 41.48070000 -83.84530000 202.3 980204.91
31020566 39.00960000 -83.84510000 290.5 979986.57
31020745 41.42880000 -83.84500000 202.9 980197.31
31020745 41.61730000 -83.84480000 205.1 980217.71
31020745 41.38550000 -83.84470000 204.8 980189.41
31020745 41.41500000 -83.84450000 203.6 980195.21
31020741 40.23400000 -83.84430000 334.6 980092.37
31020566 39.99610000 -83.84410000 264.0 980074.08
31020015 39.50540000 -83.84330000 319.4 980035.31
31020015 40.70610000 -83.84330000 298.3 980105.09
31020548 38.68510000 -83.84330000 283.7 979959.84
31020746 40.63750000 -83.84300000 304.4 980099.57
31020566 39.10510000 -83.84290000 299.9 979994.37
31020746 40.84470000 -83.84280000 273.4 980115.17
31020746 40.82020000 -83.84270000 286.5 980112.08
31020566 39.14810000 -83.84230000 304.2 979997.82
31020746 41.21780000 -83.84230000 214.5 980159.26
31020746 40.73250000 -83.84220000 304.1 980105.35
31020746 41.19780000 -83.84200000 215.7 980154.06
31020746 40.67470000 -83.84200000 298.0 980102.80
31020746 40.70380000 -83.84200000 297.4 980104.78
31020741 40.60670000 -83.84200000 307.2 980098.29
31020746 41.16820000 -83.84180000 219.4 980150.08
31020746 41.16820000 -83.84170000 219.4 980149.58
31020015 40.59790000 -83.84160000 316.1 980096.34
31020741 40.26320000 -83.84120000 328.2 980098.58
31020741 40.17550000 -83.84070000 333.7 980084.69
31020745 41.43680000 -83.84030000 203.9 980198.71
31020745 41.45150000 -83.84030000 203.6 980201.21
31020015 41.72630000 -83.83990000 216.9 980226.95
31020048 41.19660000 -83.83990000 215.7 980153.80
31020741 40.57970000 -83.83980000 314.2 980098.04
31020745 41.57480000 -83.83970000 206.9 980212.21
31020745 41.54920000 -83.83930000 205.4 980210.51
31020548 38.41730000 -83.83880000 279.1 979915.16
31020015 39.95440000 -83.83830000 249.9 980059.80
31020015 41.67230000 -83.83830000 212.4 980221.85
31020566 40.09480000 -83.83810000 308.2 980068.29
31020741 40.20430000 -83.83750000 318.5 980090.64
31020566 39.05040000 -83.83740000 293.2 979991.13
31020566 39.52560000 -83.83690000 315.5 980036.24
31020745 41.51600000 -83.83680000 204.8 980208.41
31020757 39.25000000 -83.83670000 307.2 980012.40
31020015 41.62890000 -83.83660000 207.0 980218.92
31020566 39.25680000 -83.83660000 307.5 980014.56
31020741 40.48120000 -83.83630000 309.6 980103.01
31020741 40.54450000 -83.83620000 310.2 980100.46
31020741 40.32200000 -83.83550000 326.7 980101.21
31020745 41.60350000 -83.83500000 204.5 980216.81
31020015 41.58480000 -83.83330000 207.9 980213.68
31020757 39.27670000 -83.83320000 309.3 980019.50
31020741 40.34380000 -83.83320000 337.1 980098.75
31020757 39.54000000 -83.83170000 312.7 980036.90
31020741 40.44470000 -83.83070000 321.2 980100.55
31020741 40.29250000 -83.83070000 329.1 980100.48
31020757 39.75500000 -83.83000000 326.1 980045.80
31020741 40.38730000 -83.82870000 327.9 980099.30
31020015 39.44540000 -83.82830000 310.0 980034.33
31020746 41.06570000 -83.82770000 244.4 980137.45
31020745 41.49580000 -83.82730000 200.8 980208.51
31020745 41.50600000 -83.82720000 200.2 980209.41
31020745 41.48100000 -83.82700000 201.1 980207.01
31020745 41.45150000 -83.82680000 201.4 980202.21
31020745 41.46630000 -83.82670000 202.0 980204.71
31020745 41.44450000 -83.82670000 203.6 980200.81
31020015 39.85440000 -83.82660000 318.9 980055.50
31020015 41.51590000 -83.82660000 202.4 980209.90
31020741 40.51900000 -83.82650000 307.8 980101.20
31020566 38.93380000 -83.82630000 293.5 979982.57
31020745 41.38170000 -83.82630000 204.5 980189.81
31020745 41.40030000 -83.82600000 202.6 980193.21
31020745 41.60380000 -83.82530000 204.2 980217.81
31020745 41.58830000 -83.82530000 208.7 980215.11
31020745 41.61730000 -83.82500000 204.8 980218.81
31020745 41.54920000 -83.82500000 204.5 980212.11
31020015 39.18260000 -83.82490000 311.4 980002.20
31020015 41.46590000 -83.82490000 202.4 980204.78
31020015 41.54910000 -83.82490000 205.3 980212.11
31020745 41.51820000 -83.82470000 201.1 980210.41
31020746 40.99030000 -83.82370000 239.2 980132.45
31020015 40.77560000 -83.82330000 292.3 980108.22
31020015 40.83430000 -83.82330000 278.0 980113.30
31020015 40.87780000 -83.82330000 263.2 980117.35
31020015 40.92310000 -83.82330000 253.6 980120.70
31020015 40.96540000 -83.82330000 245.7 980126.87
31020746 40.90750000 -83.82320000 253.8 980121.21
31020746 40.79120000 -83.82320000 288.9 980110.01
31020746 40.76180000 -83.82320000 294.7 980107.43
31020746 41.01500000 -83.82300000 231.0 980136.24
31020745 41.57480000 -83.82280000 207.5 980213.81
31020746 41.16820000 -83.82250000 218.5 980150.08
31020015 39.79280000 -83.82160000 305.7 980054.04
31020548 38.57390000 -83.82140000 211.8 979953.02
31020548 38.31330000 -83.82080000 284.3 979913.66
31020757 39.58320000 -83.81820000 308.7 980037.90
31020741 40.14270000 -83.81580000 310.5 980082.43
31020566 39.31960000 -83.81530000 322.8 980024.19
31020757 39.40500000 -83.81500000 310.2 980035.00
31020548 38.61210000 -83.81380000 288.6 979946.89
31020745 41.44350000 -83.81330000 203.3 980202.21
31020746 41.03780000 -83.81330000 230.4 980138.89
31020757 39.32320000 -83.81320000 331.0 980028.30
31020746 41.06570000 -83.81280000 242.6 980139.75
31020746 41.10800000 -83.81280000 231.0 980144.68
31020757 39.66820000 -83.81170000 312.1 980040.50
31020757 39.71000000 -83.81170000 323.6 980041.10
31020566 39.89790000 -83.81160000 307.5 980055.49
31020741 40.36430000 -83.81150000 345.3 980094.97
31020746 40.65980000 -83.81050000 295.9 980101.81
31020746 40.67470000 -83.81030000 295.6 980101.39
31020746 40.87770000 -83.81020000 263.0 980118.41
31020015 39.92290000 -83.80990000 298.0 980057.11
31020015 40.46490000 -83.80990000 320.8 980100.58
31020036 41.76660000 -83.80990000 213.7 980221.69
31020746 40.96600000 -83.80900000 244.7 980128.77
31020566 38.70790000 -83.80860000 165.2 979995.61
31020015 39.98740000 -83.80830000 291.1 980059.07
31020041 38.62990000 -83.80830000 252.4 979963.85
31020741 40.17350000 -83.80830000 315.4 980085.56
31020741 40.19530000 -83.80830000 320.3 980087.14
31020745 41.50650000 -83.80780000 200.2 980211.11
31020745 41.46630000 -83.80750000 202.6 980206.31
31020745 41.47370000 -83.80750000 201.7 980207.51
31020746 40.63750000 -83.80680000 296.2 980099.77
31020745 41.53870000 -83.80670000 200.2 980214.41
31020745 41.41530000 -83.80670000 203.3 980196.81
31020015 39.74410000 -83.80660000 321.2 980034.88
31020745 41.40100000 -83.80650000 206.0 980194.41
31020548 38.46080000 -83.80640000 274.6 979922.07
31020745 41.61730000 -83.80620000 204.5 980220.41
31020745 41.59550000 -83.80620000 207.2 980218.41
31020745 41.38630000 -83.80620000 205.7 980191.91
31020745 41.60380000 -83.80570000 207.2 980218.91
31020745 41.57480000 -83.80570000 202.0 980216.91
31020745 41.52400000 -83.80570000 199.6 980213.01
31020745 41.54580000 -83.80530000 202.0 980214.61
31020566 39.97360000 -83.80490000 297.2 980058.83
31020746 40.84770000 -83.80480000 273.4 980115.43
31020746 40.81950000 -83.80470000 291.0 980110.97
31020746 40.73280000 -83.80470000 296.2 980104.26
31020746 40.93650000 -83.80400000 248.4 980124.69
31020746 41.22620000 -83.80370000 213.0 980162.22
31020746 41.19380000 -83.80350000 215.7 980156.17
31020746 41.16800000 -83.80350000 219.1 980152.87
31020741 40.57470000 -83.80350000 320.0 980095.93
31020741 40.26100000 -83.80300000 338.0 980093.61
31020548 38.51210000 -83.80240000 284.9 979929.80
31020757 39.36170000 -83.80170000 334.3 980026.00
31020741 40.41080000 -83.80030000 338.6 980095.89
31020757 39.50000000 -83.80000000 313.3 980038.20
31020015 40.40990000 -83.79990000 339.2 980095.73
31020746 41.13500000 -83.79870000 224.3 980149.82
31020741 40.54450000 -83.79870000 318.5 980096.73
31020548 38.36810000 -83.79810000 245.9 979923.48
31020745 41.61750000 -83.79800000 207.5 980220.31
31020741 40.60320000 -83.79780000 310.8 980097.40
31020741 40.29020000 -83.79750000 340.4 980096.17
31020745 41.45900000 -83.79720000 202.3 980206.01
31020741 40.23120000 -83.79670000 337.4 980087.69
31020015 41.00560000 -83.79660000 237.2 980137.28
31020041 38.54330000 -83.79660000 252.1 979944.08
31020566 39.66210000 -83.79660000 317.6 980038.94
31020741 40.48500000 -83.79570000 315.4 980100.18
31020757 39.79320000 -83.79500000 310.8 980054.00
31020741 40.33850000 -83.79470000 353.2 980093.74
31020741 40.43750000 -83.79380000 344.7 980095.23
31020566 39.24160000 -83.79210000 307.5 980025.18
31020741 40.45520000 -83.79080000 340.7 980096.02
31020745 41.53030000 -83.79070000 197.2 980216.41
31020015 40.05830000 -83.78990000 302.1 980063.70
31020015 41.05130000 -83.78990000 239.6 980141.32
31020015 41.09480000 -83.78990000 237.1 980144.45
31020746 41.05130000 -83.78920000 239.5 980140.66
31020566 39.60580000 -83.78880000 314.2 980037.17
31020566 39.96340000 -83.78880000 299.0 980061.39
31020566 38.82560000 -83.78860000 282.9 979972.17
31020741 40.50900000 -83.78830000 320.9 980096.63
31020757 39.63000000 -83.78820000 314.8 980037.90
31020746 41.16820000 -83.78800000 218.5 980154.27
31020566 39.89330000 -83.78760000 319.4 980052.42
31020745 41.47400000 -83.78730000 202.0 980208.81
31020745 41.43030000 -83.78730000 202.0 980201.71
31020741 40.31920000 -83.78730000 362.7 980090.93
31020745 41.44480000 -83.78720000 201.4 980204.61
31020745 41.38670000 -83.78720000 205.4 980193.51
31020745 41.40100000 -83.78680000 205.4 980196.01
31020015 38.86660000 -83.78660000 297.3 979974.52
31020015 41.26980000 -83.78660000 212.0 980173.60
31020015 41.31330000 -83.78660000 209.4 980182.64
31020015 41.35740000 -83.78660000 208.3 980189.40
31020015 41.40110000 -83.78660000 205.0 980196.17
31020015 41.43010000 -83.78660000 202.8 980201.80
31020745 41.58950000 -83.78650000 202.3 980220.21
31020566 41.56060000 -83.78630000 197.8 980218.85
31020745 41.56070000 -83.78620000 197.8 980218.91
31020746 41.02000000 -83.78620000 231.6 980140.44
31020745 41.57470000 -83.78600000 201.7 980218.61
31020745 41.51680000 -83.78600000 196.9 980215.41
31020566 40.67440000 -83.78540000 295.4 980099.75
31020566 39.02010000 -83.78530000 290.5 979996.94
31020566 39.55060000 -83.78530000 313.3 980034.49
31020746 40.87750000 -83.78530000 262.1 980120.32
31020746 40.90730000 -83.78530000 255.7 980122.41
31020566 39.49860000 -83.78510000 316.4 980040.60
31020757 39.55000000 -83.78500000 313.6 980034.70
31020746 40.76180000 -83.78500000 291.0 980105.62
31020015 41.13080000 -83.78490000 225.4 980151.14
31020015 41.18210000 -83.78490000 217.6 980157.50
31020015 41.22590000 -83.78490000 212.8 980165.43
31020746 40.79100000 -83.78480000 285.2 980109.61
31020746 40.99330000 -83.78380000 235.3 980137.11
31020746 40.69930000 -83.78380000 307.2 980099.19
31020745 41.50500000 -83.78330000 198.1 980214.21
31020757 39.45170000 -83.78320000 323.6 980037.90
31020745 41.51170000 -83.78300000 197.5 980217.71
31020041 38.31490000 -83.78160000 261.5 979925.09
31020741 40.14230000 -83.78150000 338.0 980074.79
31020745 41.52770000 -83.78100000 194.1 980217.71
31020548 38.64280000 -83.78030000 279.1 979962.55
31020015 40.28910000 -83.77990000 345.6 980093.23
31020566 41.64390000 -83.77930000 204.5 980223.63
31020741 40.36220000 -83.77880000 360.8 980091.90
31020745 41.61770000 -83.77800000 202.3 980222.71
31020741 40.28880000 -83.77680000 348.3 980092.04
31020548 38.56260000 -83.77630000 264.2 979952.82
31020566 40.24740000 -83.77510000 346.3 980085.16
31020566 40.34740000 -83.77480000 361.2 980089.39
31020015 39.85710000 -83.77330000 336.2 980054.77
31020757 39.75500000 -83.77320000 322.4 980045.50
31020746 40.67450000 -83.77130000 295.6 980099.00
31020741 40.39120000 -83.77020000 380.3 980087.02
31020746 41.08080000 -83.76980000 245.0 980143.94
31020566 39.14130000 -83.76940000 320.3 980004.25
31020745 41.43050000 -83.76770000 202.6 980204.11
31020745 41.49620000 -83.76750000 199.9 980214.71
31020745 41.45780000 -83.76750000 199.9 980209.61
31020745 41.46270000 -83.76750000 202.0 980206.71
31020745 41.41550000 -83.76750000 204.5 980201.61
31020745 41.47420000 -83.76730000 202.3 980211.41
31020745 41.46670000 -83.76720000 201.1 980210.61
31020745 41.40130000 -83.76700000 204.5 980199.11
31020566 41.46660000 -83.76690000 201.2 980210.55
31020745 41.57400000 -83.76680000 198.1 980221.71
31020745 41.50270000 -83.76670000 199.3 980216.21
31020036 41.72990000 -83.76660000 211.2 980225.03
31020048 41.18830000 -83.76660000 215.5 980161.80
31020746 40.81920000 -83.76650000 288.6 980110.86
31020566 39.08260000 -83.76640000 308.5 980003.95
31020566 39.81210000 -83.76630000 322.2 980053.70
31020746 40.84780000 -83.76600000 275.5 980115.43
31020746 40.73280000 -83.76580000 291.0 980102.05
31020746 40.93630000 -83.76570000 253.8 980128.07
31020746 40.63930000 -83.76550000 299.6 980098.00
31020746 41.22630000 -83.76550000 212.7 980166.13
31020566 39.28960000 -83.76540000 312.4 980031.60
31020746 41.19720000 -83.76520000 215.7 980162.45
31020746 41.16820000 -83.76500000 218.2 980157.77
31020746 41.10880000 -83.76500000 234.0 980148.30
31020745 41.38680000 -83.76420000 206.0 980197.11
31020741 40.17100000 -83.76400000 335.5 980077.51
31020015 40.36110000 -83.76330000 374.3 980086.50
31020548 38.60210000 -83.76310000 273.4 979958.45
31020757 39.58320000 -83.76170000 318.2 980033.50
31020041 38.34490000 -83.76160000 267.6 979925.23
31020329 39.92330000 -83.76160000 310.6 980057.02
31020745 41.61770000 -83.76150000 197.8 980225.01
31020745 41.59570000 -83.76150000 196.2 980224.11
31020741 40.19250000 -83.76150000 355.0 980076.51
31020548 38.33690000 -83.76080000 284.9 979921.01
31020741 40.60670000 -83.76030000 313.0 980094.09
31020741 40.22830000 -83.76020000 327.9 980084.49
31020757 39.52670000 -83.76000000 313.9 980040.00
31020757 39.49170000 -83.76000000 319.7 980044.20
31020015 38.64480000 -83.75990000 158.8 979984.45
31020566 39.33780000 -83.75930000 324.3 980029.82
31020566 40.45140000 -83.75930000 372.5 980087.89
31020741 40.45170000 -83.75930000 372.4 980089.37
31020741 40.30250000 -83.75930000 371.2 980087.60
31020566 39.89590000 -83.75880000 284.7 980057.07
31020746 40.96550000 -83.75870000 248.1 980132.76
31020745 41.45220000 -83.75780000 202.0 980209.11
31020745 41.46050000 -83.75770000 201.4 980210.31
31020745 41.44480000 -83.75730000 202.0 980208.01
31020548 38.42030000 -83.75710000 272.7 979923.82
31020757 39.25170000 -83.75670000 314.8 980029.10
31020015 39.69560000 -83.75660000 323.4 980040.11
31020741 40.58100000 -83.75580000 328.2 980090.12
31020041 38.52160000 -83.75490000 266.7 979946.20
31020041 38.64490000 -83.75490000 156.7 979984.13
31020745 41.40120000 -83.75450000 205.1 980201.41
31020566 40.56990000 -83.75430000 324.9 980088.71
31020745 41.49700000 -83.75420000 199.3 980215.91
31020741 40.41820000 -83.75370000 387.4 980086.01
31020015 40.10910000 -83.75330000 321.5 980068.70
31020757 39.72170000 -83.75320000 331.9 980041.10
31020757 39.64320000 -83.75320000 313.9 980037.90
31020757 39.28000000 -83.75320000 319.4 980029.50
31020757 39.32000000 -83.75320000 322.7 980029.10
31020745 41.53680000 -83.75270000 195.9 980221.51
31020745 41.43030000 -83.75250000 202.3 980206.11
31020741 40.55400000 -83.75170000 334.9 980088.16
31020015 40.23590000 -83.75160000 331.0 980082.44
31020015 38.92260000 -83.74830000 323.0 979985.02
31020745 41.40130000 -83.74820000 204.8 980202.71
31020566 39.76010000 -83.74790000 322.8 980046.69
31020745 41.47420000 -83.74780000 200.5 980214.71
31020745 41.45950000 -83.74780000 201.7 980211.61
31020745 41.38680000 -83.74780000 206.6 980200.51
31020745 41.44470000 -83.74770000 201.7 980209.41
31020746 40.79080000 -83.74770000 285.5 980108.40
31020746 40.76170000 -83.74770000 286.5 980104.93
31020745 41.32800000 -83.74750000 209.0 980190.61
31020745 41.37180000 -83.74730000 206.6 980198.41
31020745 41.29900000 -83.74720000 210.6 980184.11
31020745 41.26930000 -83.74700000 210.9 980177.71
31020745 41.34670000 -83.74680000 208.4 980194.01
31020745 41.35980000 -83.74680000 207.8 980196.11
31020746 40.87730000 -83.74670000 268.2 980118.02
31020745 41.25520000 -83.74670000 212.4 980174.61
31020015 39.54810000 -83.74660000 317.8 980037.75
31020746 41.08080000 -83.74630000 246.2 980145.55
31020746 40.93630000 -83.74630000 251.1 980128.18
31020746 41.16830000 -83.74600000 219.1 980158.67
31020566 40.15510000 -83.74580000 323.7 980074.96
31020745 41.43050000 -83.74350000 199.3 980208.11
31020745 41.41580000 -83.74350000 203.9 980205.21
31020041 38.44490000 -83.74330000 266.4 979930.93
31020015 40.12990000 -83.74160000 321.6 980072.27
31020741 40.49000000 -83.74120000 324.0 980092.61
31020746 40.67400000 -83.74070000 296.8 980095.49
31020745 41.45930000 -83.73900000 201.7 980212.91
31020745 41.45180000 -83.73870000 201.7 980212.01
31020745 41.41080000 -83.73870000 203.9 980205.51
31020745 41.43020000 -83.73850000 202.9 980208.31
31020745 41.44520000 -83.73830000 202.3 980210.71
31020745 41.40130000 -83.73830000 204.8 980204.31
31020757 39.92170000 -83.73820000 327.9 980052.90
31020757 39.74500000 -83.73820000 321.2 980045.40
31020757 39.67820000 -83.73820000 325.8 980038.80
31020745 41.43780000 -83.73820000 202.9 980209.51
31020485 41.52160000 -83.73790000 196.9 980222.34
31020745 41.55870000 -83.73780000 194.1 980225.51
31020745 41.52200000 -83.73780000 196.9 980222.51
31020745 41.38680000 -83.73780000 206.6 980202.21
31020745 41.51270000 -83.73770000 197.5 980221.91
31020745 41.60970000 -83.73750000 195.0 980226.81
31020745 41.59470000 -83.73750000 193.5 980226.31
31020746 40.81920000 -83.73730000 286.5 980110.96
31020746 40.84830000 -83.73720000 275.8 980115.44
31020757 39.83170000 -83.73670000 321.5 980053.20
31020757 39.43000000 -83.73670000 328.5 980044.80
31020745 41.57350000 -83.73670000 196.5 980225.11
31020746 41.02280000 -83.73670000 237.7 980142.20
31020746 41.05300000 -83.73650000 232.8 980145.19
31020746 40.99350000 -83.73650000 243.2 980138.42
31020745 41.43050000 -83.73630000 202.6 980207.61
31020015 38.73430000 -83.73490000 281.0 979971.15
31020566 39.62640000 -83.73480000 324.3 980035.27
31020548 38.64040000 -83.73430000 156.9 979980.05
31020015 39.39890000 -83.73330000 324.2 980042.97
31020757 39.79170000 -83.73320000 331.0 980050.40
31020757 39.35170000 -83.73320000 343.2 980029.90
31020745 41.53700000 -83.73320000 195.6 980224.21
31020745 41.49830000 -83.73230000 199.6 980220.01
31020757 39.97320000 -83.73170000 303.8 980062.60
31020741 40.46100000 -83.73070000 353.8 980089.53
31020745 41.31320000 -83.73070000 211.2 980187.21
31020746 40.70370000 -83.73020000 306.6 980095.08
31020757 39.62500000 -83.73000000 325.5 980035.40
31020757 39.37320000 -83.73000000 332.2 980038.90
31020745 41.45900000 -83.72930000 202.0 980214.31
31020746 40.73230000 -83.72900000 295.0 980100.25
31020566 39.02160000 -83.72880000 304.5 980001.11
31020745 41.46430000 -83.72870000 199.6 980215.01
31020745 41.47420000 -83.72870000 201.1 980216.11
31020741 40.52850000 -83.72870000 322.1 980086.34
31020566 40.76160000 -83.72860000 286.2 980103.42
31020566 39.87580000 -83.72810000 330.4 980053.70
31020745 41.36480000 -83.72800000 207.8 980200.51
31020566 39.10740000 -83.72790000 310.9 980009.06
31020745 41.32770000 -83.72770000 210.9 980193.81
31020745 41.34780000 -83.72750000 209.3 980197.21
31020745 41.29870000 -83.72750000 210.0 980186.91
31020745 41.31300000 -83.72750000 210.0 980190.91
31020746 40.90700000 -83.72730000 256.3 980122.30
31020746 40.96530000 -83.72720000 247.8 980134.15
31020745 41.28380000 -83.72720000 210.0 980183.01
31020745 41.26970000 -83.72720000 211.8 980179.41
31020746 41.21180000 -83.72700000 214.5 980167.03
31020746 41.14580000 -83.72700000 224.9 980154.43
31020746 41.16830000 -83.72680000 219.4 980160.17
31020745 41.25500000 -83.72680000 211.5 980176.21
31020757 39.87500000 -83.72670000 330.4 980053.50
31020746 41.10930000 -83.72670000 239.2 980151.21
31020015 39.27660000 -83.72660000 327.3 980027.03
31020746 41.17380000 -83.72650000 217.6 980162.49
31020745 41.43770000 -83.72570000 203.3 980211.11
31020548 38.53810000 -83.72540000 277.3 979948.03
31020015 39.48140000 -83.72490000 323.3 980047.46
31020015 40.16890000 -83.72490000 328.6 980076.32
31020745 41.45900000 -83.72420000 202.0 980215.31
31020746 40.64330000 -83.72380000 303.5 980092.77
31020745 41.45180000 -83.72380000 202.3 980214.31
31020745 41.44520000 -83.72370000 202.6 980212.81
31020745 41.41550000 -83.72370000 203.9 980208.21
31020745 41.43020000 -83.72370000 203.3 980210.31
31020745 41.40120000 -83.72370000 204.8 980206.21
31020745 41.42320000 -83.72350000 203.6 980209.31
31020745 41.38670000 -83.72350000 204.8 980204.21
31020745 41.52200000 -83.72320000 196.5 980223.21
31020741 40.62150000 -83.72000000 313.9 980088.81
31020745 41.49450000 -83.71920000 188.0 980222.51
31020757 39.51320000 -83.71820000 323.3 980046.90
31020745 41.58220000 -83.71800000 192.0 980227.91
31020015 38.81890000 -83.71660000 279.0 979976.62
31020548 38.35710000 -83.71540000 287.7 979924.21
31020757 39.55000000 -83.71500000 328.8 980042.60
31020015 38.99140000 -83.71490000 302.1 979994.58
31020745 41.48930000 -83.71450000 187.4 980221.61
31020741 40.58530000 -83.71450000 331.9 980083.08
31020745 41.47380000 -83.71430000 199.6 980217.91
31020745 41.59550000 -83.71350000 193.5 980228.61
31020745 41.53700000 -83.71350000 195.6 980225.51
31020015 38.75240000 -83.71330000 274.6 979974.47
31020745 41.60980000 -83.71300000 193.5 980229.41
31020757 39.69670000 -83.71170000 328.5 980040.20
31020757 39.45170000 -83.71170000 329.4 980050.40
31020745 41.48520000 -83.71130000 199.9 980219.21
31020548 38.32960000 -83.71060000 233.7 979936.15
31020745 41.42280000 -83.71030000 204.2 980212.31
31020746 40.76150000 -83.70970000 288.9 980103.92
31020745 41.47370000 -83.70950000 201.4 980218.11
31020746 40.79050000 -83.70930000 286.2 980108.30
31020745 41.49980000 -83.70920000 198.1 980221.71
31020745 41.45930000 -83.70920000 202.3 980216.41
31020745 41.43770000 -83.70900000 203.9 980213.81
31020745 41.45180000 -83.70900000 202.3 980216.01
31020746 40.81950000 -83.70900000 289.5 980110.37
31020745 41.43020000 -83.70900000 204.2 980212.71
31020741 40.55150000 -83.70900000 332.5 980082.31
31020745 41.50720000 -83.70880000 197.2 980222.61
31020745 41.41530000 -83.70880000 204.2 980210.11
31020745 41.36470000 -83.70880000 207.5 980202.51
31020745 41.32720000 -83.70880000 210.6 980197.71
31020745 41.38670000 -83.70870000 206.6 980205.31
31020745 41.35170000 -83.70870000 208.7 980201.01
31020745 41.29830000 -83.70870000 210.0 980189.21
31020745 41.26920000 -83.70870000 211.8 980180.91
31020566 39.05990000 -83.70860000 316.4 980005.77
31020745 41.40100000 -83.70850000 205.4 980207.51
31020745 41.34280000 -83.70850000 209.3 980200.21
31020745 41.28350000 -83.70850000 210.6 980184.71
31020745 41.42280000 -83.70830000 204.2 980211.61
31020745 41.25500000 -83.70830000 211.5 980177.61
31020746 41.05850000 -83.70770000 238.3 980146.49
31020746 40.88500000 -83.70770000 267.3 980120.67
31020746 41.24170000 -83.70720000 211.8 980172.93
31020746 41.17220000 -83.70680000 220.9 980162.05
31020757 39.59000000 -83.70670000 327.9 980041.50
31020745 41.55880000 -83.70420000 195.0 980227.21
31020745 41.57270000 -83.70350000 193.5 980229.01
31020745 41.52030000 -83.70350000 190.5 980224.71
31020757 39.25170000 -83.70170000 341.0 980021.10
31020548 38.44310000 -83.70110000 264.5 979937.80
31020746 40.66970000 -83.70100000 296.2 980094.10
31020015 39.77880000 -83.69990000 335.9 980048.37
31020566 39.67740000 -83.69980000 333.1 980038.11
31020548 38.58530000 -83.69890000 242.6 979958.43
31020746 40.84850000 -83.69880000 274.9 980117.65
31020745 41.54450000 -83.69870000 194.1 980227.31
31020746 40.93120000 -83.69830000 255.1 980128.38
31020746 41.02350000 -83.69820000 237.4 980143.11
31020746 40.96520000 -83.69820000 249.6 980134.46
31020745 41.47400000 -83.69700000 202.0 980218.71
31020036 41.73330000 -83.69660000 204.2 980230.10
31020745 41.60380000 -83.69630000 188.9 980230.51
31020746 40.99020000 -83.69550000 242.6 980138.05
31020015 39.92360000 -83.69490000 319.1 980061.78
31020015 39.99110000 -83.69490000 331.9 980061.60
31020015 41.71490000 -83.69330000 197.2 980233.15
