# BGI DATA EXTRACTION
# REQUEST : latitude =38.30000000/41.80000000  longitude =-84.90000000/-80.50000000  country=102
# source	lat(deg)	long(deg)	alt(m) 	g(mgal)
31020739 40.91250000 -81.26850000 344.4 980152.59
31020142 38.56830000 -81.26830000 219.2 979948.24
31020142 38.78660000 -81.26830000 214.4 979968.47
31020739 40.91750000 -81.26830000 350.2 980152.29
31020552 40.20260000 -81.26810000 269.8 980089.32
31020552 39.91290000 -81.26790000 271.0 980058.61
31020015 40.20990000 -81.26660000 306.1 980083.22
31020739 40.93020000 -81.26420000 356.0 980152.39
31020739 40.97600000 -81.26350000 346.8 980158.69
31020739 40.98080000 -81.26300000 350.8 980157.79
31020739 41.04270000 -81.26250000 341.9 980162.69
31020739 40.94470000 -81.26250000 353.5 980154.39
31020739 41.03580000 -81.26180000 345.3 980161.19
31020739 40.99750000 -81.26180000 353.5 980157.89
31020739 40.95180000 -81.26180000 346.8 980155.89
31020048 40.83660000 -81.26160000 335.5 980147.40
31020552 40.13030000 -81.26140000 273.7 980081.07
31020739 41.03270000 -81.26130000 342.5 980161.59
31020739 40.96630000 -81.26100000 348.0 980157.39
31020739 41.02550000 -81.26000000 343.2 980161.69
31020739 41.01020000 -81.26000000 347.7 980159.29
31020015 40.42090000 -81.25990000 358.1 980097.56
31020142 39.37830000 -81.25990000 188.7 980022.73
31020739 41.01800000 -81.25970000 350.8 980159.89
31020552 40.05760000 -81.25860000 343.5 980058.85
31020015 40.66940000 -81.25830000 299.8 980145.65
31020552 40.08460000 -81.25780000 284.7 980073.35
31020739 40.98430000 -81.25770000 348.9 980158.49
31020739 40.98080000 -81.25720000 351.4 980157.29
31020566 39.72690000 -81.25690000 348.1 980027.01
31020015 40.90040000 -81.25490000 379.0 980144.50
31020739 40.91920000 -81.25420000 345.6 980152.79
31020739 40.91350000 -81.25420000 352.0 980151.09
31020739 40.92880000 -81.25350000 364.2 980150.49
31020552 39.95690000 -81.25330000 274.3 980061.62
31020552 40.01580000 -81.25330000 274.0 980067.95
31020739 40.94000000 -81.25180000 361.4 980152.29
31020739 40.94430000 -81.25170000 368.1 980150.89
31020015 40.84930000 -81.25160000 342.0 980147.33
31020015 40.94480000 -81.25160000 372.0 980151.13
31020739 40.95170000 -81.25130000 351.4 980154.99
31020739 40.96600000 -81.25100000 348.6 980156.99
31020739 40.97330000 -81.25050000 347.4 980157.79
31020739 40.98050000 -81.25020000 359.0 980155.89
31020739 40.98430000 -81.25020000 357.2 980156.69
31020739 40.97600000 -81.25020000 352.0 980156.89
31020739 41.00430000 -81.25000000 360.2 980157.19
31020739 40.99250000 -81.25000000 363.6 980155.69
31020015 40.98390000 -81.24990000 356.6 980156.75
31020739 41.02270000 -81.24970000 344.7 980160.89
31020739 41.01100000 -81.24970000 352.6 980158.99
31020739 41.02550000 -81.24930000 346.2 980160.89
31020739 41.01770000 -81.24930000 352.0 980159.49
31020739 40.99920000 -81.24930000 364.2 980155.39
31020739 41.03000000 -81.24920000 346.2 980161.49
31020739 41.03080000 -81.24920000 351.7 980160.29
31020739 41.03750000 -81.24880000 356.6 980159.89
31020739 41.04270000 -81.24880000 356.6 980160.09
31020739 41.04970000 -81.24880000 348.9 980161.59
31020015 41.02560000 -81.24830000 346.3 980161.17
31020739 41.05830000 -81.24830000 340.4 980163.89
31020739 40.91500000 -81.24800000 355.0 980150.59
31020015 39.43960000 -81.24660000 239.0 980016.53
31020015 40.49440000 -81.24660000 279.1 980133.89
31020015 40.73760000 -81.24660000 308.9 980142.19
31020015 41.20210000 -81.24660000 360.1 980170.28
31020015 41.06410000 -81.24490000 341.1 980164.40
31020739 40.92350000 -81.24470000 354.7 980151.19
31020739 40.93520000 -81.24420000 363.3 980150.79
31020552 40.17780000 -81.24360000 365.5 980067.43
31020739 41.05830000 -81.24350000 338.6 980164.39
31020015 41.11160000 -81.24330000 337.4 980168.53
31020015 41.15760000 -81.24330000 347.9 980169.56
31020015 41.72390000 -81.24330000 206.2 980255.71
31020739 41.01750000 -81.24300000 352.0 980159.29
31020739 40.95130000 -81.24300000 359.6 980153.29
31020739 40.99920000 -81.24220000 369.4 980155.09
31020739 41.03080000 -81.24180000 355.3 980159.39
31020142 38.39330000 -81.24160000 309.1 979919.05
31020388 41.70990000 -81.24160000 206.7 980255.09
31020739 40.91470000 -81.24130000 359.0 980149.09
31020739 40.98420000 -81.24130000 357.2 980156.19
31020739 41.02550000 -81.24100000 350.8 980160.09
31020739 41.04920000 -81.24050000 356.6 980159.99
31020739 40.93830000 -81.24020000 361.1 980151.39
31020142 39.31990000 -81.23990000 220.7 980011.05
31020739 40.95970000 -81.23880000 356.6 980154.39
31020739 41.00430000 -81.23850000 366.3 980155.69
31020739 40.97520000 -81.23850000 348.6 980157.19
31020739 41.04270000 -81.23720000 366.0 980158.19
31020739 41.05550000 -81.23720000 358.1 980160.39
31020552 40.15460000 -81.23610000 365.8 980064.96
31020739 40.91430000 -81.23550000 359.3 980149.09
31020739 41.01750000 -81.23520000 355.7 980158.49
31020739 41.01350000 -81.23520000 365.7 980156.29
31020739 41.00430000 -81.23500000 368.8 980155.29
31020739 40.99430000 -81.23500000 376.1 980153.49
31020739 40.99920000 -81.23500000 369.7 980154.49
31020739 41.05180000 -81.23470000 357.5 980160.39
31020739 40.98930000 -81.23430000 368.5 980154.29
31020739 40.92680000 -81.23420000 356.0 980150.79
31020739 40.94430000 -81.23380000 358.7 980152.09
31020739 40.95100000 -81.23350000 360.2 980152.39
31020739 40.95600000 -81.23330000 347.4 980155.59
31020739 40.96250000 -81.23270000 347.4 980156.39
31020739 40.97850000 -81.23250000 356.6 980155.69
31020739 40.97130000 -81.23250000 339.5 980158.69
31020739 40.98380000 -81.23180000 359.9 980152.29
31020015 41.23840000 -81.23160000 379.6 980169.57
31020739 41.03080000 -81.23020000 353.8 980159.79
31020739 40.99880000 -81.23000000 371.8 980154.19
31020739 40.92800000 -81.23000000 352.9 980151.49
31020739 41.01750000 -81.22880000 359.3 980157.79
31020739 41.02550000 -81.22850000 353.5 980159.39
31020739 40.95600000 -81.22800000 345.9 980155.99
31020739 41.05550000 -81.22750000 350.8 980161.49
31020739 41.04380000 -81.22630000 351.7 980160.59
31020739 40.94220000 -81.22630000 360.2 980151.19
31020739 40.97100000 -81.22500000 338.0 980158.39
31020015 41.27490000 -81.22490000 330.1 980182.96
31020749 41.36350000 -81.22470000 346.8 980188.58
31020739 41.04830000 -81.22420000 351.1 980161.09
31020739 40.98380000 -81.22420000 361.4 980154.99
31020485 39.24160000 -81.22410000 223.4 980003.51
31020749 41.34730000 -81.22380000 349.9 980186.46
31020015 40.23290000 -81.22330000 344.1 980077.73
31020739 40.91420000 -81.22330000 350.8 980150.29
31020739 41.00930000 -81.22250000 369.4 980155.09
31020739 40.96220000 -81.22250000 338.3 980157.69
31020739 40.92880000 -81.22250000 352.6 980150.99
31020739 40.95050000 -81.22220000 356.9 980152.69
31020749 41.33120000 -81.22170000 367.2 980181.59
31020015 41.33130000 -81.22160000 366.7 980181.12
31020749 41.31020000 -81.22150000 365.4 980179.89
31020142 38.84330000 -81.21990000 214.2 979971.80
31020329 40.05990000 -81.21990000 392.9 980049.02
31020566 39.68710000 -81.21880000 320.0 980029.42
31020015 41.37780000 -81.21830000 366.4 980185.37
31020739 40.99080000 -81.21830000 363.3 980154.79
31020739 41.05550000 -81.21800000 349.3 980161.39
31020739 40.99850000 -81.21770000 368.1 980154.29
31020739 41.00720000 -81.21750000 368.1 980154.79
31020739 41.01130000 -81.21750000 362.1 980156.39
31020739 41.01720000 -81.21680000 358.7 980157.59
31020739 41.02500000 -81.21680000 358.7 980158.09
31020015 41.64080000 -81.21660000 344.9 980220.27
31020739 41.03850000 -81.21630000 364.8 980157.59
31020739 41.04380000 -81.21630000 361.7 980158.29
31020739 40.91420000 -81.21630000 359.6 980148.19
31020739 40.91970000 -81.21600000 359.9 980148.49
31020739 41.04770000 -81.21600000 359.3 980159.49
31020739 40.92500000 -81.21580000 345.9 980151.89
31020739 40.93270000 -81.21520000 355.0 980150.89
31020739 40.93930000 -81.21500000 368.5 980148.99
31020015 40.31760000 -81.21490000 376.1 980079.56
31020015 41.60230000 -81.21490000 353.4 980212.11
31020739 40.94630000 -81.21470000 359.3 980151.59
31020739 40.95020000 -81.21470000 357.8 980151.99
31020739 41.03080000 -81.21430000 363.6 980157.39
31020739 40.95600000 -81.21420000 348.6 980154.79
31020739 40.96220000 -81.21380000 342.2 980156.49
31020739 40.96600000 -81.21350000 332.2 980158.09
31020739 40.92430000 -81.21350000 344.1 980152.29
31020015 41.41390000 -81.21330000 391.1 980183.80
31020739 40.98880000 -81.21300000 359.6 980154.99
31020739 40.97430000 -81.21300000 342.2 980157.49
31020739 40.98380000 -81.21270000 352.6 980156.29
31020739 41.01670000 -81.21170000 363.0 980156.39
31020739 41.01130000 -81.21170000 366.9 980154.99
31020739 41.00580000 -81.21130000 367.2 980154.19
31020749 41.25280000 -81.21080000 372.1 980172.78
31020015 40.09980000 -81.20990000 385.3 980053.75
31020552 40.07430000 -81.20990000 381.3 980052.06
31020749 41.28420000 -81.20970000 338.0 980182.56
31020739 40.99800000 -81.20930000 366.3 980154.29
31020015 41.44690000 -81.20830000 353.3 980193.79
31020142 38.48660000 -81.20830000 198.7 979947.99
31020739 41.02050000 -81.20830000 352.6 980158.89
31020749 41.26780000 -81.20820000 341.0 980180.21
31020739 41.03850000 -81.20800000 371.8 980156.19
31020739 41.04470000 -81.20800000 369.1 980157.09
31020739 41.05500000 -81.20750000 350.5 980160.89
31020739 40.91380000 -81.20720000 363.0 980147.19
31020015 39.39110000 -81.20660000 190.2 980023.39
31020015 40.57780000 -81.20660000 321.9 980112.83
31020739 41.02800000 -81.20580000 361.4 980157.29
31020739 40.92350000 -81.20550000 350.5 980150.99
31020739 41.00550000 -81.20500000 357.8 980154.89
31020142 39.39160000 -81.20490000 190.6 980023.46
31020015 40.19030000 -81.20330000 271.0 980084.70
31020739 40.95020000 -81.20330000 344.4 980153.29
31020739 41.03330000 -81.20300000 368.5 980156.29
31020739 41.04380000 -81.20220000 372.7 980155.59
31020739 40.98930000 -81.20220000 358.1 980155.29
31020739 40.91720000 -81.20220000 368.5 980146.49
31020739 40.99680000 -81.20170000 363.9 980154.19
31020015 41.56180000 -81.20160000 358.6 980203.78
31020749 41.32400000 -81.20130000 359.9 980181.99
31020749 41.33130000 -81.20100000 359.0 980182.72
31020739 41.02330000 -81.20080000 353.5 980158.59
31020739 40.98080000 -81.20050000 352.0 980155.29
31020739 40.97250000 -81.20050000 344.7 980155.89
31020387 38.49160000 -81.19990000 213.7 979947.20
31020739 40.93550000 -81.19880000 338.9 980153.49
31020739 40.94180000 -81.19880000 345.9 980152.49
31020142 38.67830000 -81.19830000 246.9 979951.66
31020739 40.95850000 -81.19800000 348.0 980153.59
31020749 41.34330000 -81.19770000 346.2 980186.08
31020739 40.95000000 -81.19770000 339.5 980154.79
31020739 40.91130000 -81.19720000 362.1 980146.59
31020739 40.91830000 -81.19680000 357.8 980147.89
31020739 40.98770000 -81.19630000 349.3 980156.49
31020739 40.93050000 -81.19630000 334.9 980154.19
31020739 40.99630000 -81.19600000 358.1 980155.09
31020739 41.01350000 -81.19580000 353.5 980157.79
31020739 41.02930000 -81.19550000 360.5 980157.79
31020739 41.03270000 -81.19550000 362.4 980157.09
31020739 41.02100000 -81.19550000 350.8 980158.79
31020739 41.00550000 -81.19550000 352.0 980155.99
31020739 41.04220000 -81.19520000 368.5 980156.29
31020739 41.04550000 -81.19520000 371.2 980155.99
31020739 41.02380000 -81.19520000 356.9 980157.39
31020739 41.05500000 -81.19500000 359.9 980158.89
31020739 41.05170000 -81.19470000 364.2 980157.99
31020739 41.05300000 -81.19420000 359.6 980158.69
31020739 40.92350000 -81.19420000 351.1 980150.49
31020749 41.31020000 -81.19350000 335.2 980185.11
31020015 41.49510000 -81.19330000 398.1 980189.44
31020749 41.26770000 -81.19220000 379.7 980172.06
31020749 41.28100000 -81.19200000 336.8 980181.44
31020749 41.28380000 -81.19200000 340.4 980180.49
31020749 41.29320000 -81.19180000 356.3 980179.37
31020749 41.30050000 -81.19180000 356.0 980180.00
31020142 39.13830000 -81.19160000 261.9 979987.54
31020749 41.31320000 -81.19150000 327.0 980186.21
31020739 40.94970000 -81.19100000 345.6 980153.19
31020739 40.98250000 -81.19020000 347.4 980155.79
31020566 41.05790000 -81.18990000 346.9 980159.86
31020739 41.04220000 -81.18970000 366.6 980156.49
31020739 41.05380000 -81.18930000 363.0 980158.39
31020739 40.97800000 -81.18930000 341.3 980156.79
31020739 40.95680000 -81.18920000 345.9 980153.79
31020566 39.53960000 -81.18790000 304.2 980014.62
31020566 39.66130000 -81.18780000 240.8 980042.30
31020739 40.92350000 -81.18750000 347.4 980150.89
31020739 40.92880000 -81.18720000 342.5 980152.29
31020739 40.93500000 -81.18680000 327.6 980155.89
31020739 41.00550000 -81.18670000 352.0 980156.79
31020739 40.98770000 -81.18600000 352.3 980155.39
31020739 41.03270000 -81.18500000 357.5 980157.69
31020739 40.90880000 -81.18350000 347.7 980148.99
31020739 40.99600000 -81.18300000 360.5 980155.19
31020749 41.26800000 -81.18280000 388.6 980169.98
31020749 41.25850000 -81.18280000 371.5 980172.71
31020739 40.91600000 -81.18270000 347.4 980149.99
31020739 40.92350000 -81.18270000 344.4 980151.29
31020749 41.28080000 -81.18270000 342.5 980180.13
31020749 41.28650000 -81.18250000 338.3 980181.22
31020739 40.96270000 -81.18250000 350.5 980153.49
31020749 41.36330000 -81.18200000 364.2 980183.86
31020749 41.29830000 -81.18200000 353.8 980180.02
31020739 41.02380000 -81.18170000 351.1 980158.19
31020015 41.72930000 -81.18160000 227.7 980249.89
31020739 40.97750000 -81.18100000 335.2 980157.49
31020739 40.94930000 -81.18050000 349.9 980152.39
31020749 41.33400000 -81.18020000 380.0 980178.69
31020739 40.98770000 -81.18000000 336.8 980157.79
31020015 40.68790000 -81.17990000 304.3 980134.49
31020142 38.59160000 -81.17830000 219.8 979952.46
31020142 39.03490000 -81.17830000 283.8 979974.48
31020739 41.04180000 -81.17800000 356.6 980157.79
31020015 39.98940000 -81.17490000 387.1 980040.94
31020015 40.43230000 -81.17490000 301.8 980108.01
31020142 38.33330000 -81.17490000 298.8 979913.74
31020739 40.99680000 -81.17430000 333.1 980158.49
31020739 40.97180000 -81.17420000 323.6 980157.79
31020739 40.91020000 -81.17330000 344.4 980149.09
31020739 40.92330000 -81.17300000 338.0 980152.29
31020739 40.98770000 -81.17300000 349.6 980155.39
31020739 40.96170000 -81.17300000 356.6 980151.89
31020739 40.93330000 -81.17300000 325.5 980155.49
31020739 40.93970000 -81.17300000 325.2 980156.09
31020739 40.92750000 -81.17300000 338.3 980152.39
31020739 40.99250000 -81.17270000 333.7 980158.39
31020739 40.98080000 -81.17270000 353.2 980154.19
31020739 40.96680000 -81.17270000 349.6 980153.69
31020739 40.97720000 -81.17270000 346.5 980155.09
31020739 40.95680000 -81.17270000 356.3 980151.69
31020739 40.94630000 -81.17270000 326.7 980156.19
31020739 40.94930000 -81.17270000 336.8 980154.79
31020739 41.03270000 -81.17250000 343.8 980160.19
31020749 41.32480000 -81.17230000 335.2 980185.43
31020739 41.04180000 -81.17220000 348.6 980159.29
31020739 41.02350000 -81.17220000 337.7 980160.29
31020739 41.00520000 -81.17220000 344.4 980157.89
31020739 41.01470000 -81.17220000 350.5 980157.79
31020739 41.05100000 -81.17220000 359.9 980157.89
31020749 41.36320000 -81.17200000 343.5 980188.16
31020749 41.34330000 -81.17200000 339.8 980186.89
31020749 41.31000000 -81.17180000 375.8 980176.40
31020566 39.44030000 -81.17130000 187.8 980028.49
31020749 41.32600000 -81.17080000 338.3 980185.42
31020749 41.32930000 -81.16920000 330.4 980186.78
31020739 40.97020000 -81.16800000 347.4 980154.39
31020739 40.91300000 -81.16770000 344.1 980149.59
31020142 38.96330000 -81.16660000 205.4 979983.33
31020739 40.98800000 -81.16630000 367.5 980151.49
31020739 40.92330000 -81.16550000 336.1 980152.29
31020739 41.03270000 -81.16470000 346.2 980158.69
31020749 41.33650000 -81.16450000 338.6 980186.54
31020739 40.97350000 -81.16380000 341.3 980155.59
31020739 40.97850000 -81.16350000 325.5 980159.39
31020739 41.02350000 -81.16330000 344.4 980158.49
31020739 41.05080000 -81.16270000 359.6 980158.19
31020739 40.93020000 -81.16250000 329.1 980154.09
31020749 41.28070000 -81.16200000 315.1 980184.86
31020749 41.25830000 -81.16180000 388.9 980168.38
31020739 40.95180000 -81.16180000 333.7 980155.19
31020749 41.28430000 -81.16080000 322.4 980184.22
31020739 40.94500000 -81.16050000 321.5 980156.79
31020749 41.29550000 -81.16030000 400.2 980169.31
31020749 41.32770000 -81.15680000 399.8 980173.11
31020739 40.98770000 -81.15680000 347.1 980155.09
31020749 41.30970000 -81.15670000 398.6 980171.42
31020142 39.20830000 -81.15660000 205.1 980005.54
31020566 39.62740000 -81.15610000 219.5 980042.05
31020739 41.04800000 -81.15600000 350.8 980159.79
31020739 41.02330000 -81.15550000 339.2 980159.39
31020739 40.98130000 -81.15550000 325.5 980159.49
31020739 40.95180000 -81.15550000 332.2 980155.19
31020739 40.96680000 -81.15520000 339.8 980154.89
31020015 39.92430000 -81.15490000 391.4 980035.31
31020015 40.05860000 -81.15490000 291.9 980066.91
31020739 40.91670000 -81.15420000 339.5 980150.09
31020739 40.91100000 -81.15420000 350.5 980146.79
31020739 40.92300000 -81.15380000 330.7 980152.49
31020739 40.96330000 -81.15380000 340.7 980154.59
31020739 40.93830000 -81.15380000 324.3 980155.49
31020739 40.94500000 -81.15380000 318.5 980156.89
31020739 40.93020000 -81.15380000 329.1 980153.69
31020015 40.05740000 -81.15330000 291.1 980066.89
31020749 41.29550000 -81.15330000 402.3 980169.10
31020749 41.30950000 -81.15270000 384.9 980174.15
31020739 40.99550000 -81.14880000 347.1 980155.39
31020739 40.97350000 -81.14880000 333.4 980156.79
31020739 41.02180000 -81.14850000 355.0 980156.29
31020739 40.98130000 -81.14850000 324.6 980159.09
31020739 40.98770000 -81.14850000 337.1 980156.99
31020739 41.03720000 -81.14800000 354.4 980158.09
31020739 41.04170000 -81.14800000 347.7 980159.59
31020739 41.03100000 -81.14800000 348.9 980157.99
31020739 41.01550000 -81.14800000 354.1 980155.99
31020739 41.02330000 -81.14800000 351.7 980156.89
31020739 41.00520000 -81.14800000 345.3 980156.29
31020739 41.00920000 -81.14800000 351.1 980155.99
31020739 41.00020000 -81.14800000 349.3 980154.99
31020739 41.04770000 -81.14800000 350.5 980159.89
31020739 41.05580000 -81.14800000 347.7 980160.99
31020739 40.96600000 -81.14720000 329.1 980156.99
31020749 41.27300000 -81.14530000 341.3 980179.44
31020015 41.53160000 -81.14490000 403.6 980190.33
31020749 41.28180000 -81.14450000 307.8 980186.10
31020739 40.95920000 -81.14430000 328.8 980156.39
31020739 40.95180000 -81.14430000 323.6 980156.59
31020749 41.29530000 -81.14420000 363.0 980177.38
31020749 41.30800000 -81.14370000 373.9 980176.33
31020566 39.69960000 -81.14330000 235.6 980049.78
31020749 41.33330000 -81.14330000 346.2 980184.37
31020749 41.34530000 -81.14330000 338.0 980187.43
31020749 41.36330000 -81.14320000 346.2 980187.34
31020749 41.34100000 -81.14320000 331.3 980188.06
31020015 39.85910000 -81.13490000 385.1 980033.55
31020015 40.16240000 -81.13490000 277.4 980080.63
31020015 40.21890000 -81.13490000 385.4 980068.04
31020015 40.34630000 -81.13490000 279.8 980101.21
31020749 41.33220000 -81.13430000 328.8 980188.31
31020749 41.25820000 -81.13430000 353.8 980175.63
31020015 39.78680000 -81.12990000 301.2 980046.64
31020015 40.51180000 -81.12990000 300.8 980113.50
31020749 41.30930000 -81.12980000 321.5 980187.61
31020749 41.36320000 -81.12780000 349.6 980186.75
31020749 41.34830000 -81.12780000 339.5 980186.97
31020142 39.34330000 -81.12490000 329.5 979992.95
31020749 41.29380000 -81.12430000 313.0 980187.96
31020749 41.28520000 -81.12420000 306.0 980187.63
31020015 39.72980000 -81.12160000 225.2 980053.15
31020142 38.78990000 -81.12160000 222.8 979967.29
31020749 41.33180000 -81.12130000 364.2 980181.91
31020749 41.30950000 -81.12080000 334.9 980184.37
31020015 40.64110000 -81.11490000 319.7 980124.02
31020498 38.32530000 -81.11440000 388.3 979893.89
31020142 38.40160000 -81.11330000 254.3 979929.19
31020749 41.27500000 -81.11250000 312.7 980186.18
31020749 41.30970000 -81.11200000 355.3 980179.90
31020749 41.28570000 -81.11050000 311.5 980185.25
31020329 40.06330000 -81.10990000 378.6 980049.02
31020749 41.25820000 -81.10920000 332.2 980179.78
31020749 41.36300000 -81.10870000 359.3 980184.51
31020015 40.72430000 -81.10830000 320.7 980131.84
31020015 40.96210000 -81.10830000 321.3 980156.18
31020749 41.34720000 -81.10830000 342.9 980186.54
31020749 41.29980000 -81.10770000 347.7 980180.08
31020749 41.29020000 -81.10750000 317.2 980185.91
31020015 40.87210000 -81.10660000 377.6 980135.75
31020015 40.90140000 -81.10660000 374.3 980139.39
31020749 41.33180000 -81.10500000 332.2 980187.11
31020749 41.28480000 -81.10330000 301.4 980188.51
31020048 40.92490000 -81.10160000 336.2 980149.30
31020749 41.28650000 -81.10130000 302.6 980187.49
31020015 40.82440000 -81.09990000 397.8 980126.74
31020749 41.28530000 -81.09920000 298.7 980189.05
31020749 41.28880000 -81.09900000 306.3 980187.46
31020749 41.29870000 -81.09900000 320.0 980187.09
31020749 41.27880000 -81.09900000 313.6 980186.21
31020749 41.28320000 -81.09900000 310.8 980187.18
31020749 41.29230000 -81.09880000 304.4 980188.43
31020749 41.27230000 -81.09880000 324.3 980182.87
31020015 40.46560000 -81.09830000 387.9 980089.62
31020015 41.00660000 -81.09830000 319.3 980160.55
31020015 41.06630000 -81.09830000 341.4 980161.10
31020015 41.09910000 -81.09830000 329.0 980166.28
31020015 41.31030000 -81.09830000 317.0 980187.91
31020142 38.70990000 -81.09830000 236.3 979958.45
31020749 41.30980000 -81.09720000 312.1 980188.97
31020015 41.68560000 -81.09660000 326.4 980220.68
31020749 41.28600000 -81.09650000 307.5 980186.89
31020142 39.45830000 -81.09490000 199.4 980027.85
31020749 41.32580000 -81.09330000 347.4 980183.14
31020015 40.77610000 -81.09160000 342.4 980132.33
31020142 39.07490000 -81.09160000 210.4 979993.34
31020387 38.47160000 -81.09160000 229.8 979944.60
31020749 41.28720000 -81.09080000 302.6 980188.82
31020749 41.33320000 -81.08950000 355.3 980182.14
31020749 41.28000000 -81.08920000 306.3 980186.93
31020749 41.29200000 -81.08900000 310.5 980186.65
31020142 38.45990000 -81.08830000 217.9 979942.91
31020142 38.88830000 -81.08830000 242.1 979971.18
31020566 40.06030000 -81.08790000 386.2 980046.94
31020015 40.57230000 -81.08660000 344.9 980109.37
31020749 41.34730000 -81.08630000 356.3 980184.03
31020749 41.26470000 -81.08530000 320.0 980182.83
31020749 41.27320000 -81.08530000 315.4 980184.66
31020015 40.28540000 -81.08490000 362.2 980075.38
31020749 41.29030000 -81.08370000 305.1 980187.72
31020749 41.35480000 -81.08020000 349.6 980185.15
31020015 39.67490000 -81.07990000 321.3 980029.88
31020015 41.26990000 -81.07990000 309.2 980185.23
31020015 41.35460000 -81.07990000 349.5 980184.94
31020749 41.28720000 -81.07980000 290.1 980190.99
31020749 41.29180000 -81.07970000 306.0 980186.70
31020749 41.28000000 -81.07970000 310.2 980186.26
31020749 41.33320000 -81.07950000 356.3 980181.86
31020749 41.31030000 -81.07950000 351.7 980180.88
31020749 41.32570000 -81.07950000 341.3 980184.34
31020749 41.29980000 -81.07950000 324.0 980186.78
31020566 39.67190000 -81.07790000 316.4 980031.83
31020566 39.74380000 -81.07790000 369.1 980030.51
31020015 40.10960000 -81.07490000 391.6 980053.39
31020749 41.29430000 -81.07400000 292.6 980190.47
31020749 41.26480000 -81.07220000 319.4 980182.81
31020749 41.32570000 -81.07030000 334.9 980185.28
31020749 41.31030000 -81.06830000 331.0 980184.59
31020749 41.37020000 -81.06430000 332.5 980189.99
31020749 41.31020000 -81.06270000 321.8 980186.52
31020142 38.97160000 -81.06160000 341.4 979958.65
31020749 41.32550000 -81.06120000 342.2 980183.91
31020749 41.34250000 -81.06000000 341.3 980185.89
31020015 41.41040000 -81.05990000 365.5 980186.70
31020749 41.35450000 -81.05830000 336.1 980187.84
31020749 41.29470000 -81.05750000 293.8 980190.91
31020749 41.28780000 -81.05720000 295.0 980189.03
31020749 41.27930000 -81.05680000 293.2 980189.16
31020749 41.30200000 -81.05670000 305.4 980188.95
31020015 40.24980000 -81.05660000 306.6 980082.72
31020142 39.26490000 -81.05660000 246.0 980003.98
31020015 41.62380000 -81.05490000 372.5 980205.27
31020015 41.57830000 -81.05330000 378.6 980199.43
31020749 41.27200000 -81.05170000 283.4 980189.90
31020015 41.13410000 -81.05160000 298.6 980173.08
31020015 41.44340000 -81.05160000 347.5 980194.26
31020015 41.49330000 -81.05160000 337.6 980201.17
31020015 41.53480000 -81.05160000 381.6 980195.79
31020749 41.26720000 -81.05150000 285.9 980188.86
31020749 41.30200000 -81.05120000 314.2 980187.87
31020749 41.33570000 -81.05080000 341.9 980184.88
31020749 41.32550000 -81.05080000 340.7 980184.28
31020749 41.34250000 -81.05070000 343.8 980185.37
31020749 41.33020000 -81.05050000 346.8 980183.23
31020749 41.30980000 -81.05030000 328.8 980185.06
31020566 40.11030000 -81.05010000 327.7 980064.00
31020015 40.06880000 -81.04990000 386.5 980047.88
31020015 41.17710000 -81.04990000 300.5 980178.25
31020015 41.72480000 -81.04990000 272.8 980233.82
31020015 41.77040000 -81.04990000 226.0 980246.86
31020749 41.27930000 -81.04920000 288.3 980189.41
31020566 39.62830000 -81.04910000 220.4 980044.58
31020015 39.61930000 -81.04830000 224.3 980042.20
31020749 41.29230000 -81.04730000 294.1 980189.52
31020142 39.14160000 -81.04660000 233.1 979995.66
31020015 41.67930000 -81.04490000 396.8 980204.76
31020749 41.34250000 -81.04170000 295.3 980194.64
31020142 38.63330000 -81.04160000 294.8 979942.07
31020749 41.33280000 -81.04150000 291.6 980194.72
31020749 41.30200000 -81.03900000 288.3 980192.05
31020749 41.35250000 -81.03800000 277.6 980198.69
31020749 41.29180000 -81.03700000 290.1 980189.51
31020749 41.32330000 -81.03620000 291.0 980193.71
31020749 41.31000000 -81.03600000 295.0 980192.07
31020749 41.33280000 -81.03520000 281.3 980194.82
31020142 38.53490000 -81.03490000 231.0 979947.49
31020749 41.27920000 -81.03420000 290.7 980189.51
31020749 41.34750000 -81.03070000 280.1 980196.90
31020749 41.30000000 -81.03070000 290.1 980190.05
31020749 41.27180000 -81.03050000 290.4 980188.69
31020749 41.25570000 -81.03020000 287.7 980187.81
31020749 41.32570000 -81.02920000 282.2 980193.86
31020015 39.55840000 -81.02660000 202.1 980039.04
31020749 41.30980000 -81.02600000 287.7 980191.87
31020749 41.29920000 -81.02580000 283.1 980192.05
31020015 40.53060000 -81.02330000 393.8 980092.66
31020749 41.37070000 -81.02320000 277.9 980199.27
31020749 41.34200000 -81.02250000 290.1 980195.53
31020749 41.27180000 -81.02250000 291.0 980188.88
31020749 41.27900000 -81.02250000 299.9 980187.70
31020749 41.28400000 -81.02250000 299.0 980188.55
31020749 41.30980000 -81.02070000 280.4 980193.50
31020142 38.82830000 -81.01990000 218.5 979970.71
31020048 40.92160000 -81.01830000 336.4 980146.70
31020142 39.36160000 -81.01830000 231.0 980015.61
31020749 41.30970000 -81.01280000 289.8 980191.64
31020749 41.29800000 -81.01280000 280.7 980193.34
31020749 41.32550000 -81.01180000 307.8 980190.61
31020749 41.33470000 -81.01170000 309.0 980191.27
31020749 41.25070000 -81.00970000 285.9 980187.39
31020749 41.26920000 -81.00870000 279.8 980190.92
